epoch,lr-Adam,step,test/ADE,test/FDE,test/loss,train/ADE,train/FDE,train/loss,val/ADE,val/FDE,val/loss
,0.001,0,,,,,,,,,
0,,49,,,,0.2692379951477051,0.27682095766067505,0.06770680844783783,,,
0,,99,,,,0.17236243188381195,0.17399610579013824,0.03077508881688118,,,
0,,149,,,,0.13642150163650513,0.15601003170013428,0.02088441327214241,,,
0,,199,,,,0.12954264879226685,0.15349876880645752,0.020375126972794533,,,
0,,249,,,,0.11953674256801605,0.14785900712013245,0.018039129674434662,,,
0,,299,,,,0.11262862384319305,0.14254894852638245,0.01541599165648222,,,
0,,349,,,,0.09693069756031036,0.1489907205104828,0.021663876250386238,,,
0,,399,,,,0.07746515423059464,0.11288467049598694,0.008996459655463696,,,
0,,449,,,,0.0970211774110794,0.14033621549606323,0.013467482291162014,,,
0,,499,,,,0.07180312275886536,0.10425829887390137,0.008685019798576832,,,
0,,549,,,,0.08502524346113205,0.1245565116405487,0.012432859279215336,,,
0,,581,,,,,,,0.1664794534444809,0.2717415392398834,0.05254001170396805
,0.001,582,,,,,,,,,
1,,599,,,,0.07261982560157776,0.11330220848321915,0.008451097644865513,,,
1,,649,,,,0.09626858681440353,0.1305665820837021,0.019797660410404205,,,
1,,699,,,,0.07324665784835815,0.10985154658555984,0.008130921050906181,,,
1,,749,,,,0.07097713649272919,0.11113257706165314,0.008504078723490238,,,
1,,799,,,,0.07242007553577423,0.10827790200710297,0.008108282461762428,,,
1,,849,,,,0.07966058701276779,0.12972845137119293,0.009777797386050224,,,
1,,899,,,,0.06281217932701111,0.0970202386379242,0.006131263449788094,,,
1,,949,,,,0.06330734491348267,0.10162867605686188,0.007926569320261478,,,
1,,999,,,,0.057786453515291214,0.0912686288356781,0.005052545107901096,,,
1,,1049,,,,0.057573333382606506,0.09106919169425964,0.00585215212777257,,,
1,,1099,,,,0.06397157907485962,0.1004999577999115,0.008986426517367363,,,
1,,1149,,,,0.04688046872615814,0.07212352752685547,0.004301211331039667,,,
1,,1163,,,,,,,0.14825698733329773,0.23324991762638092,0.05145837366580963
,0.001,1164,,,,,,,,,
2,,1199,,,,0.05272163450717926,0.07669360935688019,0.004826902877539396,,,
2,,1249,,,,0.047978680580854416,0.08051325380802155,0.0038669698406010866,,,
2,,1299,,,,0.04418002814054489,0.0720984935760498,0.0031728686299175024,,,
2,,1349,,,,0.04955563694238663,0.07731424272060394,0.0038636173121631145,,,
2,,1399,,,,0.04926827922463417,0.07017229497432709,0.0034470194950699806,,,
2,,1449,,,,0.0508287250995636,0.07596041262149811,0.004637300036847591,,,
2,,1499,,,,0.04995940998196602,0.06546533107757568,0.008043910376727581,,,
2,,1549,,,,0.043450891971588135,0.06994469463825226,0.002901335246860981,,,
2,,1599,,,,0.03680805861949921,0.05751524120569229,0.002279619686305523,,,
2,,1649,,,,0.04312557727098465,0.06597785651683807,0.0031067077070474625,,,
2,,1699,,,,0.04698294401168823,0.0704420730471611,0.0031825893092900515,,,
2,,1745,,,,,,,0.13340172171592712,0.221965029835701,0.04611056298017502
,0.001,1746,,,,,,,,,
3,,1749,,,,0.04709947854280472,0.07535257935523987,0.0043303752318024635,,,
3,,1799,,,,0.04277654364705086,0.0636812299489975,0.003399747656658292,,,
3,,1849,,,,0.04709547758102417,0.06413008272647858,0.002897207858040929,,,
3,,1899,,,,0.04304938763380051,0.07197600603103638,0.003505953587591648,,,
3,,1949,,,,0.04144604131579399,0.0649411678314209,0.0028242634143680334,,,
3,,1999,,,,0.04188833013176918,0.06587117910385132,0.002750842133536935,,,
3,,2049,,,,0.03523945063352585,0.0490591861307621,0.0023499487433582544,,,
3,,2099,,,,0.041168153285980225,0.0695984959602356,0.0030208833049982786,,,
3,,2149,,,,0.04043349623680115,0.04530896618962288,0.002033119322732091,,,
3,,2199,,,,0.03142736107110977,0.04701625183224678,0.0016410520765930414,,,
3,,2249,,,,0.03946477919816971,0.05492483824491501,0.0022123283706605434,,,
3,,2299,,,,0.025286387652158737,0.03562302887439728,0.0010128048015758395,,,
3,,2327,,,,,,,0.13295239210128784,0.221342071890831,0.044856566935777664
,0.001,2328,,,,,,,,,
4,,2349,,,,0.04204432666301727,0.06497244536876678,0.005823605693876743,,,
4,,2399,,,,0.06183832138776779,0.08615763485431671,0.010109875351190567,,,
4,,2449,,,,0.03608541935682297,0.05361577495932579,0.001929719466716051,,,
4,,2499,,,,0.03480816259980202,0.051603153347969055,0.0018401722190901637,,,
4,,2549,,,,0.04260530322790146,0.05445566773414612,0.0020801282953470945,,,
4,,2599,,,,0.03704148530960083,0.05608276277780533,0.0036867093294858932,,,
4,,2649,,,,0.036317333579063416,0.05359970033168793,0.0019885131623595953,,,
4,,2699,,,,0.03741011023521423,0.05575264245271683,0.0029545514844357967,,,
4,,2749,,,,0.030503463000059128,0.042294569313526154,0.00134750222787261,,,
4,,2799,,,,0.03430992364883423,0.04491559788584709,0.0022054584696888924,,,
4,,2849,,,,0.037532322108745575,0.05460602417588234,0.0018325428245589137,,,
4,,2899,,,,0.025201458483934402,0.036981407552957535,0.0010237036040052772,,,
4,,2909,,,,,,,0.11626335978507996,0.19035972654819489,0.03617249056696892
,0.001,2910,,,,,,,,,
5,,2949,,,,0.027531713247299194,0.04005999118089676,0.0012017999542877078,,,
5,,2999,,,,0.0357111431658268,0.04642163962125778,0.0033577231224626303,,,
5,,3049,,,,0.032712422311306,0.043566666543483734,0.0019573878962546587,,,
5,,3099,,,,0.03553102910518646,0.05762864649295807,0.0029232806991785765,,,
5,,3149,,,,0.02391667291522026,0.03509598225355148,0.0008904788992367685,,,
5,,3199,,,,0.026273660361766815,0.03346904367208481,0.0009971782565116882,,,
5,,3249,,,,0.027557598426938057,0.03712255507707596,0.0011417774949222803,,,
5,,3299,,,,0.04560590907931328,0.05540420114994049,0.0024155848659574986,,,
5,,3349,,,,0.026639174669981003,0.03664487972855568,0.0010795462876558304,,,
5,,3399,,,,0.03443823754787445,0.06083199754357338,0.007538809906691313,,,
5,,3449,,,,0.026467472314834595,0.033553291112184525,0.0010906828101724386,,,
5,,3491,,,,,,,0.10643471032381058,0.17999349534511566,0.031640276312828064
,0.001,3492,,,,,,,,,
6,,3499,,,,0.025039806962013245,0.038443662226200104,0.0010906883981078863,,,
6,,3549,,,,0.05716054514050484,0.07697781920433044,0.027011185884475708,,,
6,,3599,,,,0.032624922692775726,0.05185426399111748,0.005025981925427914,,,
6,,3649,,,,0.037444792687892914,0.05032762140035629,0.002194387139752507,,,
