epoch,lr-Adam,step,test/ADE,test/FDE,test/loss,train/ADE,train/FDE,train/loss,val/ADE,val/FDE,val/loss
,0.001,0,,,,,,,,,
0,,2,,,,,,,0.9628006219863892,0.7998262047767639,0.7366085052490234
,0.001,3,,,,,,,,,
1,,5,,,,,,,0.9198992848396301,0.7564738988876343,0.6707841157913208
,0.001,6,,,,,,,,,
2,,8,,,,,,,0.8748571276664734,0.7103357911109924,0.6050513386726379
,0.001,9,,,,,,,,,
3,,11,,,,,,,0.8267119526863098,0.6611379981040955,0.5387863516807556
,0.001,12,,,,,,,,,
4,,14,,,,,,,0.7736879587173462,0.6077479720115662,0.47071346640586853
,0.001,15,,,,,,,,,
5,,17,,,,,,,0.7137715220451355,0.5494834184646606,0.40000995993614197
,0.001,18,,,,,,,,,
6,,20,,,,,,,0.6450173258781433,0.48603615164756775,0.32661041617393494
,0.001,21,,,,,,,,,
7,,23,,,,,,,0.5655913352966309,0.4195006787776947,0.2515973746776581
,0.001,24,,,,,,,,,
8,,26,,,,,,,0.47621041536331177,0.3579084575176239,0.17980851233005524
,0.001,27,,,,,,,,,
9,,29,,,,,,,0.383377343416214,0.3130756914615631,0.12132353335618973
,0.001,30,,,,,,,,,
10,,32,,,,,,,0.3067091405391693,0.3155479431152344,0.08998030424118042
,0.001,33,,,,,,,,,
11,,35,,,,,,,0.2781088948249817,0.36705049872398376,0.09208635240793228
,0.001,36,,,,,,,,,
12,,38,,,,,,,0.28103533387184143,0.3981196880340576,0.10192606598138809
,0.001,39,,,,,,,,,
13,,41,,,,,,,0.2715470492839813,0.3838539123535156,0.09602673351764679
,0.001,42,,,,,,,,,
14,,44,,,,,,,0.25832831859588623,0.3651733994483948,0.08665741235017776
,0.001,45,,,,,,,,,
15,,47,,,,,,,0.25652000308036804,0.3628554940223694,0.08322416990995407
,0.001,48,,,,,,,,,
16,,49,,,,0.20970004796981812,0.2747490406036377,0.05109819769859314,,,
16,,50,,,,,,,0.2614757716655731,0.36855125427246094,0.08455508202314377
,0.001,51,,,,,,,,,
17,,53,,,,,,,0.2640453279018402,0.371702641248703,0.0856088325381279
,0.001,54,,,,,,,,,
18,,56,,,,,,,0.26027193665504456,0.36790958046913147,0.08386766910552979
,0.001,57,,,,,,,,,
19,,59,,,,,,,0.25242406129837036,0.36022043228149414,0.0805324837565422
,0.001,60,,,,,,,,,
20,,62,,,,,,,0.24374571442604065,0.3511427342891693,0.07706159353256226
,0.001,63,,,,,,,,,
21,,65,,,,,,,0.23724229633808136,0.3437478840351105,0.0747523084282875
,0.001,66,,,,,,,,,
22,,68,,,,,,,0.23387713730335236,0.33968406915664673,0.07379106432199478
,0.001,69,,,,,,,,,
23,,71,,,,,,,0.23238103091716766,0.3387141227722168,0.07358544319868088
,0.001,72,,,,,,,,,
24,,74,,,,,,,0.2314537912607193,0.33880260586738586,0.0730929896235466
,0.001,75,,,,,,,,,
25,,77,,,,,,,0.23229901492595673,0.33957821130752563,0.07280080765485764
,0.001,78,,,,,,,,,
26,,80,,,,,,,0.23502878844738007,0.3415548503398895,0.07332909852266312
,0.001,81,,,,,,,,,
27,,83,,,,,,,0.23810581862926483,0.34393343329429626,0.0741613432765007
,0.001,84,,,,,,,,,
28,,86,,,,,,,0.24012835323810577,0.34568026661872864,0.07479966431856155
,0.001,87,,,,,,,,,
29,,89,,,,,,,0.24105437099933624,0.34636831283569336,0.0750015377998352
,0.001,90,,,,,,,,,
30,,92,,,,,,,0.24064388871192932,0.345685213804245,0.07474114000797272
,0.001,93,,,,,,,,,
31,,95,,,,,,,0.23829901218414307,0.3435683846473694,0.0739642009139061
,0.0005,96,,,,,,,,,
32,,98,,,,,,,0.2373749017715454,0.3427804410457611,0.07369522005319595
,0.0005,99,,,,,,,,,
33,,99,,,,0.18439796566963196,0.2572096288204193,0.04364550858736038,,,
33,,101,,,,,,,0.23607949912548065,0.34143441915512085,0.07328822463750839
,0.0005,102,,,,,,,,,
34,,104,,,,,,,0.23578716814517975,0.3412162661552429,0.07325101643800735
,0.0005,105,,,,,,,,,
35,,107,,,,,,,0.23512645065784454,0.34027400612831116,0.07300042361021042
36,,108,0.1672310084104538,0.22165051102638245,0.03370703384280205,,,,,,
