epoch,lr-Adam,step,test/ADE,test/AngErr_deg,test/FDE,test/Hit@0.02,test/loss,train/ADE,train/AngErr_deg,train/FDE,train/Hit@0.02,train/loss,val/ADE,val/AngErr_deg,val/FDE,val/Hit@0.02,val/loss
,0.001,0,,,,,,,,,,,,,,,
0,,13,,,,,,,,,,,0.4735206961631775,110.42288970947266,0.3659924268722534,0.0,0.19014683365821838
0,,13,,,,,,0.607475221157074,106.68451690673828,0.45878180861473083,0.002358490601181984,0.31978970766067505,,,,,
,0.001,14,,,,,,,,,,,,,,,
1,,27,,,,,,,,,,,0.3246055841445923,32.83207321166992,0.38318315148353577,0.0,0.12186449766159058
1,,27,,,,,,0.2479887306690216,51.85706329345703,0.366268128156662,0.0,0.07885191589593887,,,,,
,0.001,28,,,,,,,,,,,,,,,
2,,41,,,,,,,,,,,0.28827372193336487,36.47438049316406,0.3560783863067627,0.009259259328246117,0.0900377556681633
2,,41,,,,,,0.22673574090003967,35.203861236572266,0.36522290110588074,0.0,0.06929217278957367,,,,,
,0.001,42,,,,,,,,,,,,,,,
3,,55,,,,,,,,,,,0.2614120543003082,34.34323501586914,0.3512268662452698,0.0,0.08079765737056732
3,,55,,,,,,0.21304857730865479,33.779170989990234,0.35315239429473877,0.0,0.06304769217967987,,,,,
,0.001,56,,,,,,,,,,,,,,,
4,,69,,,,,,,,,,,0.23876050114631653,34.37471008300781,0.34772446751594543,0.0,0.07146302610635757
4,,69,,,,,,0.21211457252502441,33.83623504638672,0.3543393909931183,0.0,0.06264935433864594,,,,,
,0.001,70,,,,,,,,,,,,,,,
5,,83,,,,,,,,,,,0.2296607345342636,34.36256408691406,0.3503578305244446,0.0,0.06799376755952835
5,,83,,,,,,0.2108926922082901,33.83271408081055,0.35209187865257263,0.002358490601181984,0.062263112515211105,,,,,
,0.001,84,,,,,,,,,,,,,,,
6,,97,,,,,,,,,,,0.25223323702812195,34.40733337402344,0.35099074244499207,0.0,0.0764254629611969
6,,97,,,,,,0.21203120052814484,33.817054748535156,0.3512061536312103,0.0,0.06289299577474594,,,,,
,0.001,98,,,,,,,,,,,,,,,
7,,111,,,,,,,,,,,0.2248486429452896,33.95016860961914,0.34913939237594604,0.0,0.06675680726766586
7,,111,,,,,,0.21352331340312958,33.816864013671875,0.3523614704608917,0.0,0.06306417286396027,,,,,
,0.001,112,,,,,,,,,,,,,,,
8,,125,,,,,,,,,,,0.23409587144851685,34.48253631591797,0.3504042327404022,0.0,0.06894859671592712
8,,125,,,,,,0.20986619591712952,33.732242584228516,0.35137349367141724,0.002358490601181984,0.0620904415845871,,,,,
,0.001,126,,,,,,,,,,,,,,,
9,,139,,,,,,,,,,,0.2224116027355194,33.81064987182617,0.34918105602264404,0.0,0.06526397168636322
9,,139,,,,,,0.2121780514717102,33.85309600830078,0.3515257239341736,0.0,0.062389351427555084,,,,,
,0.001,140,,,,,,,,,,,,,,,
10,,153,,,,,,,,,,,0.22013738751411438,34.12347412109375,0.35105833411216736,0.0,0.06440729647874832
10,,153,,,,,,0.2084348052740097,33.79393768310547,0.34977051615715027,0.002358490601181984,0.06113234907388687,,,,,
,0.001,154,,,,,,,,,,,,,,,
11,,167,,,,,,,,,,,0.22461798787117004,33.82465744018555,0.34847643971443176,0.009259259328246117,0.066246397793293
11,,167,,,,,,0.20741070806980133,33.93654251098633,0.3482033610343933,0.002358490601181984,0.060970623046159744,,,,,
,0.001,168,,,,,,,,,,,,,,,
12,,181,,,,,,,,,,,0.21654251217842102,33.81875228881836,0.3532632291316986,0.0,0.06318007409572601
12,,181,,,,,,0.20752361416816711,34.14156723022461,0.34802162647247314,0.0,0.06057177856564522,,,,,
,0.001,182,,,,,,,,,,,,,,,
13,,195,,,,,,,,,,,0.23202067613601685,33.784095764160156,0.3493858873844147,0.0,0.06923021376132965
13,,195,,,,,,0.20760224759578705,33.871795654296875,0.34752851724624634,0.002358490601181984,0.06064620241522789,,,,,
,0.001,196,,,,,,,,,,,,,,,
14,,209,,,,,,,,,,,0.21751393377780914,33.575862884521484,0.34872838854789734,0.0,0.06359832733869553
