epoch,lr-Adam,step,test/ADE,test/AngErr_deg,test/FDE,test/Hit@0.02,test/loss,train/ADE,train/AngErr_deg,train/FDE,train/Hit@0.02,train/loss,val/ADE,val/AngErr_deg,val/FDE,val/Hit@0.02,val/loss
,0.001,0,,,,,,,,,,,,,,,
0,,13,,,,,,,,,,,0.5579434037208557,145.29505920410156,0.4856814444065094,0.0,0.26241961121559143
0,,13,,,,,,0.6614410877227783,125.25565338134766,0.5181378126144409,0.0,0.3812062442302704,,,,,
,0.001,14,,,,,,,,,,,,,,,
1,,27,,,,,,,,,,,0.3346404731273651,39.9421501159668,0.4800683856010437,0.0,0.13674022257328033
1,,27,,,,,,0.2734420597553253,76.19293975830078,0.3928024172782898,0.0,0.09280417114496231,,,,,
,0.001,28,,,,,,,,,,,,,,,
2,,41,,,,,,,,,,,0.28905633091926575,40.1671028137207,0.39485058188438416,0.0,0.09643054753541946
2,,41,,,,,,0.23699671030044556,32.720855712890625,0.36958861351013184,0.0070588234812021255,0.07353777438402176,,,,,
,0.001,42,,,,,,,,,,,,,,,
3,,55,,,,,,,,,,,0.27772095799446106,41.047706604003906,0.4030609726905823,0.0,0.08968468010425568
3,,55,,,,,,0.22076870501041412,32.58586120605469,0.35280197858810425,0.002352941082790494,0.06492378562688828,,,,,
,0.001,56,,,,,,,,,,,,,,,
4,,69,,,,,,,,,,,0.2564643323421478,38.86854553222656,0.39637935161590576,0.0,0.08402802795171738
4,,69,,,,,,0.21599940955638885,32.334678649902344,0.3514215052127838,0.0,0.06373461335897446,,,,,
,0.001,70,,,,,,,,,,,,,,,
5,,83,,,,,,,,,,,0.2736513614654541,39.713111877441406,0.4082575738430023,0.0,0.09090805053710938
5,,83,,,,,,0.2165365219116211,32.425357818603516,0.3514949381351471,0.0,0.06409700959920883,,,,,
,0.001,84,,,,,,,,,,,,,,,
6,,97,,,,,,,,,,,0.27898696064949036,37.805946350097656,0.4051748216152191,0.0,0.09394132345914841
6,,97,,,,,,0.214889258146286,32.36757278442383,0.3516148328781128,0.002352941082790494,0.0635102242231369,,,,,
,0.001,98,,,,,,,,,,,,,,,
7,,111,,,,,,,,,,,0.26501214504241943,37.39900207519531,0.394633412361145,0.0,0.0871233344078064
7,,111,,,,,,0.216025710105896,32.406272888183594,0.3531990051269531,0.0,0.0640455111861229,,,,,
,0.001,112,,,,,,,,,,,,,,,
8,,125,,,,,,,,,,,0.2596089839935303,38.11442947387695,0.39594709873199463,0.0,0.08406820148229599
8,,125,,,,,,0.21470560133457184,32.389408111572266,0.35144731402397156,0.002352941082790494,0.06349717825651169,,,,,
,0.001,126,,,,,,,,,,,,,,,
9,,139,,,,,,,,,,,0.24168817698955536,39.85832977294922,0.38987046480178833,0.0,0.07702552527189255
9,,139,,,,,,0.2147674858570099,32.395301818847656,0.35200926661491394,0.0,0.06329479068517685,,,,,
,0.001,140,,,,,,,,,,,,,,,
10,,153,,,,,,,,,,,0.2688679099082947,40.16630554199219,0.4073777198791504,0.0,0.08912897855043411
10,,153,,,,,,0.21483078598976135,32.69121551513672,0.3517722487449646,0.0,0.06325937807559967,,,,,
,0.001,154,,,,,,,,,,,,,,,
11,,167,,,,,,,,,,,0.265026718378067,37.698001861572266,0.3973947763442993,0.0,0.08707179874181747
11,,167,,,,,,0.21338075399398804,31.859039306640625,0.3510153293609619,0.0,0.06286215782165527,,,,,
,0.001,168,,,,,,,,,,,,,,,
12,,181,,,,,,,,,,,0.27788451313972473,39.49803161621094,0.4076429605484009,0.0,0.09317956119775772
12,,181,,,,,,0.21244005858898163,32.32069778442383,0.349460244178772,0.002352941082790494,0.06207729130983353,,,,,
,0.001,182,,,,,,,,,,,,,,,
13,,195,,,,,,,,,,,0.2828442454338074,36.87092971801758,0.40448200702667236,0.0,0.09472810477018356
13,,195,,,,,,0.21207670867443085,32.1018180847168,0.3487066924571991,0.002352941082790494,0.06185891851782799,,,,,
,0.001,196,,,,,,,,,,,,,,,
14,,209,,,,,,,,,,,0.22443947196006775,34.788604736328125,0.3670709431171417,0.0,0.06781331449747086
14,,209,,,,,,0.21163246035575867,32.29093933105469,0.34847164154052734,0.0,0.06156742200255394,,,,,
,0.001,210,,,,,,,,,,,,,,,
15,,223,,,,,,,,,,,0.23456355929374695,36.29167175292969,0.3776349127292633,0.0,0.07244770228862762
15,,223,,,,,,0.2111961841583252,32.33652877807617,0.3478570282459259,0.0,0.06159285083413124,,,,,
,0.001,224,,,,,,,,,,,,,,,
16,,237,,,,,,,,,,,0.20768970251083374,32.99612808227539,0.35102078318595886,0.0,0.06253588944673538
16,,237,,,,,,0.20952607691287994,31.99224281311035,0.3462778329849243,0.0,0.06058192253112793,,,,,
,0.001,238,,,,,,,,,,,,,,,
17,,251,,,,,,,,,,,0.2651573419570923,30.217491149902344,0.3655787706375122,0.0,0.08728271722793579
17,,251,,,,,,0.20807884633541107,31.05670928955078,0.34323257207870483,0.0,0.06002394109964371,,,,,
,0.001,252,,,,,,,,,,,,,,,
18,,265,,,,,,,,,,,0.587973952293396,32.89141845703125,0.6326174736022949,0.0,0.33449476957321167
18,,265,,,,,,0.20589567720890045,31.671669006347656,0.34038758277893066,0.002352941082790494,0.058842968195676804,,,,,
,0.001,266,,,,,,,,,,,,,,,
19,,279,,,,,,,,,,,0.3798655569553375,30.568889617919922,0.4505593776702881,0.0,0.15546812117099762
19,,279,,,,,,0.20544792711734772,31.05525016784668,0.3382376730442047,0.002352941082790494,0.0583699494600296,,,,,
,0.001,280,,,,,,,,,,,,,,,
20,,293,,,,,,,,,,,0.6057013273239136,35.30713653564453,0.6921418905258179,0.0,0.35381749272346497
20,,293,,,,,,0.1990624964237213,29.612825393676758,0.3290392756462097,0.002352941082790494,0.05558992549777031,,,,,
,0.001,294,,,,,,,,,,,,,,,
21,,307,,,,,,,,,,,0.6373042464256287,39.5469856262207,0.7510228753089905,0.0,0.3928007185459137
21,,307,,,,,,0.19842365384101868,29.656686782836914,0.32381364703178406,0.0,0.054622869938611984,,,,,
,0.001,308,,,,,,,,,,,,,,,
22,,321,,,,,,,,,,,0.4997817277908325,38.73652648925781,0.6459032297134399,0.0,0.2606053054332733
22,,321,,,,,,0.19813193380832672,28.954065322875977,0.3219573497772217,0.0,0.05444059148430824,,,,,
,0.0005,322,,,,,,,,,,,,,,,
23,,335,,,,,,,,,,,0.46418723464012146,37.3011589050293,0.6066250801086426,0.0,0.22787296772003174
23,,335,,,,,,0.19156679511070251,27.468952178955078,0.3111855089664459,0.002352941082790494,0.05102234333753586,,,,,
,0.0005,336,,,,,,,,,,,,,,,
24,,349,,,,,,,,,,,0.29061391949653625,30.011093139648438,0.40757784247398376,0.0,0.10261447727680206
24,,349,,,,,,0.19374558329582214,27.15725326538086,0.3108752369880676,0.002352941082790494,0.05084333196282387,,,,,
,0.0005,350,,,,,,,,,,,,,,,
25,,363,,,,,,,,,,,0.28716063499450684,32.49726867675781,0.4294232428073883,0.0,0.10650494694709778
25,,363,,,,,,0.19047249853610992,26.67193031311035,0.3053394556045532,0.0,0.04985588788986206,,,,,
,0.0005,364,,,,,,,,,,,,,,,
26,,377,,,,,,,,,,,0.3672901690006256,36.6222038269043,0.5378209948539734,0.0,0.16023100912570953
26,,377,,,,,,0.18799403309822083,25.33224105834961,0.29702699184417725,0.002352941082790494,0.0483502633869648,,,,,
27,,378,0.3804394006729126,43.76863098144531,0.5754063725471497,0.0,0.17385031282901764,,,,,,,,,,
