epoch,lr-Adam,step,test/ADE,test/AngErr_deg,test/FDE,test/Hit@0.02,test/loss,train/ADE,train/AngErr_deg,train/FDE,train/Hit@0.02,train/loss,val/ADE,val/AngErr_deg,val/FDE,val/Hit@0.02,val/loss
7,,103,,,,,,0.2038358896970749,34.08858871459961,0.34326601028442383,0.0024271844886243343,0.05808965116739273,,,,,
,0.001,104,,,,,,,,,,,,,,,
8,,116,,,,,,,,,,,0.2523229122161865,28.29340171813965,0.35948002338409424,0.0,0.07838540524244308
8,,116,,,,,,0.20365722477436066,34.01504898071289,0.34448400139808655,0.0,0.05792970210313797,,,,,
,0.001,117,,,,,,,,,,,,,,,
9,,129,,,,,,,,,,,0.25249913334846497,28.996795654296875,0.3635655343532562,0.0,0.07876045256853104
9,,129,,,,,,0.20312060415744781,33.93785858154297,0.3432823121547699,0.0,0.0580105222761631,,,,,
,0.001,130,,,,,,,,,,,,,,,
10,,142,,,,,,,,,,,0.24462655186653137,28.45477294921875,0.3576098382472992,0.0,0.07541029155254364
10,,142,,,,,,0.20310838520526886,34.054931640625,0.3434351682662964,0.0,0.057705000042915344,,,,,
,0.001,143,,,,,,,,,,,,,,,
11,,155,,,,,,,,,,,0.23879414796829224,29.019277572631836,0.3580635190010071,0.0,0.07344646751880646
11,,155,,,,,,0.20288845896720886,33.84690856933594,0.3434007167816162,0.0024271844886243343,0.05757445842027664,,,,,
,0.001,156,,,,,,,,,,,,,,,
12,,168,,,,,,,,,,,0.23333750665187836,28.332630157470703,0.35410866141319275,0.0,0.07130658626556396
12,,168,,,,,,0.20489616692066193,33.84297561645508,0.3450194299221039,0.0,0.05885038524866104,,,,,
,0.001,169,,,,,,,,,,,,,,,
13,,181,,,,,,,,,,,0.23392218351364136,29.37367820739746,0.35663270950317383,0.0,0.07222820073366165
13,,181,,,,,,0.20867691934108734,34.19197463989258,0.34776782989501953,0.0024271844886243343,0.05996808782219887,,,,,
,0.001,182,,,,,,,,,,,,,,,
14,,194,,,,,,,,,,,0.23824718594551086,29.38801383972168,0.359791100025177,0.0,0.07371941208839417
14,,194,,,,,,0.20644375681877136,33.82831573486328,0.3438391089439392,0.004854368977248669,0.05911136791110039,,,,,
,0.001,195,,,,,,,,,,,,,,,
15,,207,,,,,,,,,,,0.24775761365890503,30.068910598754883,0.3647167980670929,0.0,0.0778687372803688
15,,207,,,,,,0.20373061299324036,34.161888122558594,0.34346768260002136,0.0,0.05812475085258484,,,,,
,0.001,208,,,,,,,,,,,,,,,
16,,220,,,,,,,,,,,0.2388668954372406,28.90644073486328,0.35773342847824097,0.0,0.0733744278550148
16,,220,,,,,,0.2007320672273636,33.62665939331055,0.3399924039840698,0.0024271844886243343,0.056470587849617004,,,,,
,0.001,221,,,,,,,,,,,,,,,
17,,233,,,,,,,,,,,0.25230005383491516,30.486783981323242,0.3705756366252899,0.008130080997943878,0.07960168272256851
17,,233,,,,,,0.20033124089241028,33.9937629699707,0.3392271101474762,0.0024271844886243343,0.05620399862527847,,,,,
,0.001,234,,,,,,,,,,,,,,,
18,,246,,,,,,,,,,,0.2514084577560425,29.976388931274414,0.3683421313762665,0.0,0.07914277911186218
18,,246,,,,,,0.19921541213989258,33.460323333740234,0.3374835252761841,0.004854368977248669,0.05568772926926613,,,,,
,0.0005,247,,,,,,,,,,,,,,,
19,,259,,,,,,,,,,,0.2380114644765854,29.673818588256836,0.3610377013683319,0.0,0.07357176393270493
19,,259,,,,,,0.19738106429576874,33.63703536987305,0.3351045250892639,0.0,0.054598674178123474,,,,,
,0.0005,260,,,,,,,,,,,,,,,
20,,272,,,,,,,,,,,0.23263752460479736,30.428281784057617,0.36045217514038086,0.0,0.07217009365558624
20,,272,,,,,,0.1953001171350479,33.39419174194336,0.33239734172821045,0.0,0.053551048040390015,,,,,
,0.0005,273,,,,,,,,,,,,,,,
21,,285,,,,,,,,,,,0.23081384599208832,30.104982376098633,0.3586035668849945,0.0,0.07125599682331085
21,,285,,,,,,0.192935973405838,33.26998519897461,0.3288235068321228,0.004854368977248669,0.05254657566547394,,,,,
,0.0005,286,,,,,,,,,,,,,,,
22,,298,,,,,,,,,,,0.23076464235782623,31.05052375793457,0.3601095378398895,0.0,0.07179439067840576
22,,298,,,,,,0.19231216609477997,32.96611785888672,0.32577061653137207,0.0,0.051497992128133774,,,,,
,0.0005,299,,,,,,,,,,,,,,,
23,,311,,,,,,,,,,,0.23245303332805634,30.29758644104004,0.35991767048835754,0.0,0.07260478287935257
23,,311,,,,,,0.19202856719493866,32.91720962524414,0.324613094329834,0.0,0.05138664320111275,,,,,
,0.0005,312,,,,,,,,,,,,,,,
24,,324,,,,,,,,,,,0.22789600491523743,30.219364166259766,0.3552860915660858,0.0,0.06993869692087173
24,,324,,,,,,0.18854883313179016,32.42207717895508,0.31909123063087463,0.004854368977248669,0.04974999651312828,,,,,
,0.0005,325,,,,,,,,,,,,,,,
25,,337,,,,,,,,,,,0.2312518209218979,30.24360466003418,0.35684674978256226,0.0,0.07176393270492554
25,,337,,,,,,0.18598897755146027,32.23384094238281,0.31569498777389526,0.0024271844886243343,0.04814914986491203,,,,,
,0.0005,338,,,,,,,,,,,,,,,
26,,350,,,,,,,,,,,0.23321349918842316,31.81905746459961,0.3645721673965454,0.0,0.07405143231153488
26,,350,,,,,,0.18198956549167633,31.16426658630371,0.30680570006370544,0.0,0.0460926853120327,,,,,
,0.0005,351,,,,,,,,,,,,,,,
27,,363,,,,,,,,,,,0.2455277442932129,32.67702102661133,0.37744787335395813,0.0,0.08187592029571533
27,,363,,,,,,0.17986829578876495,30.82373046875,0.30101045966148376,0.0,0.04473583400249481,,,,,
,0.0005,364,,,,,,,,,,,,,,,
28,,376,,,,,,,,,,,0.24449661374092102,31.450206756591797,0.36944499611854553,0.0,0.07874984294176102
28,,376,,,,,,0.1834694743156433,29.38564682006836,0.3015688955783844,0.007281553465873003,0.04586753249168396,,,,,
,0.0005,377,,,,,,,,,,,,,,,
29,,389,,,,,,,,,,,0.24963189661502838,34.55754089355469,0.389289528131485,0.0,0.0877029150724411
29,,389,,,,,,0.1735406368970871,28.443435668945312,0.28655746579170227,0.0024271844886243343,0.0411871075630188,,,,,
,0.0005,390,,,,,,,,,,,,,,,
30,,402,,,,,,,,,,,0.24235130846500397,32.392173767089844,0.3742479085922241,0.0,0.08149081468582153
30,,402,,,,,,0.1688816249370575,26.519695281982422,0.2780132293701172,0.0,0.039130616933107376,,,,,
,0.00025,403,,,,,,,,,,,,,,,
31,,415,,,,,,,,,,,0.24655160307884216,33.68294143676758,0.3778999149799347,0.008130080997943878,0.0838908925652504
31,,415,,,,,,0.16306930780410767,25.057205200195312,0.26925167441368103,0.0,0.036594655364751816,,,,,
,0.00025,416,,,,,,,,,,,,,,,
32,,428,,,,,,,,,,,0.26851949095726013,42.25835418701172,0.4176635146141052,0.008130080997943878,0.10300134122371674
32,,428,,,,,,0.16111533343791962,24.242393493652344,0.26452434062957764,0.0024271844886243343,0.03601896017789841,,,,,
,0.00025,429,,,,,,,,,,,,,,,
33,,441,,,,,,,,,,,0.25282299518585205,37.8773078918457,0.39764082431793213,0.016260161995887756,0.09160058200359344
33,,441,,,,,,0.1592661291360855,22.780231475830078,0.25992631912231445,0.009708737954497337,0.03532841056585312,,,,,
,0.00025,442,,,,,,,,,,,,,,,
34,,454,,,,,,,,,,,0.25651025772094727,38.7352409362793,0.4071539342403412,0.0,0.09533483535051346
34,,454,,,,,,0.15591369569301605,22.847347259521484,0.2577877342700958,0.0024271844886243343,0.03391755744814873,,,,,
35,,455,0.2332855612039566,46.0164680480957,0.42980507016181946,0.0,0.0891638845205307,,,,,,,,,,
