epoch,lr-Adam,step,test/ADE,test/FDE,test/loss,train/ADE,train/FDE,train/loss,val/ADE,val/FDE,val/loss
,0.001,0,,,,,,,,,
0,,13,,,,,,,0.39301568269729614,0.41004127264022827,0.08299615979194641
,0.001,14,,,,,,,,,
1,,27,,,,,,,0.27019259333610535,0.37050312757492065,0.05037906393408775
,0.001,28,,,,,,,,,
2,,41,,,,,,,0.229860320687294,0.35338687896728516,0.04090007022023201
,0.001,42,,,,,,,,,
3,,49,,,,0.19929222762584686,0.3324826955795288,0.03269010782241821,,,
3,,55,,,,,,,0.2302408069372177,0.35142335295677185,0.03946949914097786
,0.001,56,,,,,,,,,
4,,69,,,,,,,0.21523985266685486,0.34828981757164,0.0376121960580349
,0.001,70,,,,,,,,,
5,,83,,,,,,,0.21441780030727386,0.3456956148147583,0.037073612213134766
,0.001,84,,,,,,,,,
6,,97,,,,,,,0.21217979490756989,0.34241679310798645,0.036929115653038025
,0.001,98,,,,,,,,,
7,,99,,,,0.185031920671463,0.3141750693321228,0.029895175248384476,,,
7,,111,,,,,,,0.21009080111980438,0.33780357241630554,0.035653769969940186
,0.001,112,,,,,,,,,
8,,125,,,,,,,0.20825162529945374,0.33083030581474304,0.03460897505283356
,0.001,126,,,,,,,,,
9,,139,,,,,,,0.20601403713226318,0.32347559928894043,0.03417309746146202
,0.001,140,,,,,,,,,
10,,149,,,,0.18313346803188324,0.3021676540374756,0.02608690783381462,,,
10,,153,,,,,,,0.20395252108573914,0.3190520703792572,0.033536918461322784
,0.001,154,,,,,,,,,
11,,167,,,,,,,0.20458926260471344,0.3192579746246338,0.03393317386507988
,0.001,168,,,,,,,,,
12,,181,,,,,,,0.20275044441223145,0.31930458545684814,0.03353428468108177
,0.001,182,,,,,,,,,
13,,195,,,,,,,0.20107820630073547,0.31768330931663513,0.03310362249612808
,0.001,196,,,,,,,,,
14,,199,,,,0.19441065192222595,0.32438457012176514,0.030602823942899704,,,
14,,209,,,,,,,0.20033960044384003,0.3153856694698334,0.032173775136470795
,0.001,210,,,,,,,,,
15,,223,,,,,,,0.20075412094593048,0.3165886402130127,0.03309137746691704
,0.001,224,,,,,,,,,
16,,237,,,,,,,0.19970427453517914,0.3137924075126648,0.032375603914260864
,0.001,238,,,,,,,,,
17,,249,,,,0.20916372537612915,0.3413623571395874,0.03275064751505852,,,
17,,251,,,,,,,0.19832974672317505,0.3131256401538849,0.032115139067173004
,0.001,252,,,,,,,,,
18,,265,,,,,,,0.20021161437034607,0.3151108920574188,0.03234174847602844
,0.001,266,,,,,,,,,
19,,279,,,,,,,0.19898249208927155,0.3134382367134094,0.032420285046100616
,0.001,280,,,,,,,,,
20,,293,,,,,,,0.19949835538864136,0.3163807988166809,0.033124517649412155
,0.001,294,,,,,,,,,
21,,299,,,,0.19006562232971191,0.3014586567878723,0.02851804345846176,,,
21,,307,,,,,,,0.20280173420906067,0.3154193162918091,0.03332265466451645
,0.001,308,,,,,,,,,
22,,321,,,,,,,0.20212681591510773,0.31596639752388,0.032800547778606415
,0.001,322,,,,,,,,,
23,,335,,,,,,,0.20493049919605255,0.3209134638309479,0.0343472883105278
,0.0005,336,,,,,,,,,
24,,349,,,,0.17627523839473724,0.28583213686943054,0.023541416972875595,,,
24,,349,,,,,,,0.19900904595851898,0.31423237919807434,0.032434284687042236
,0.0005,350,,,,,,,,,
25,,363,,,,,,,0.20158794522285461,0.3214204013347626,0.033660173416137695
,0.0005,364,,,,,,,,,
26,,377,,,,,,,0.24468602240085602,0.39014163613319397,0.048197757452726364
,0.0005,378,,,,,,,,,
27,,391,,,,,,,0.2081073373556137,0.32718488574028015,0.035155076533555984
28,,392,0.18421557545661926,0.28142669796943665,0.02809779718518257,,,,,,
