epoch,lr-Adam,step,test/ADE,test/AngErr_deg,test/FDE,test/Hit@0.02,test/loss,train/ADE,train/AngErr_deg,train/FDE,train/Hit@0.02,train/loss,val/ADE,val/AngErr_deg,val/FDE,val/Hit@0.02,val/loss
,0.001,0,,,,,,,,,,,,,,,
0,,12,,,,,,,,,,,0.597783625125885,128.26251220703125,0.3959215581417084,0.0,0.286465048789978
0,,12,,,,,,0.6683415770530701,120.57025909423828,0.4803035259246826,0.0,0.37772002816200256,,,,,
,0.001,13,,,,,,,,,,,,,,,
1,,25,,,,,,,,,,,0.37007850408554077,34.690555572509766,0.43881574273109436,0.0,0.14198653399944305
1,,25,,,,,,0.28227201104164124,63.76549530029297,0.3892592787742615,0.004854368977248669,0.09756221622228622,,,,,
,0.001,26,,,,,,,,,,,,,,,
2,,38,,,,,,,,,,,0.3147796392440796,34.777225494384766,0.36504313349723816,0.01652892492711544,0.10472946614027023
2,,38,,,,,,0.23500746488571167,33.51163864135742,0.3651227355003357,0.0,0.07300586253404617,,,,,
,0.001,39,,,,,,,,,,,,,,,
3,,51,,,,,,,,,,,0.30426520109176636,35.0596809387207,0.3700612187385559,0.00826446246355772,0.09443776309490204
3,,51,,,,,,0.22452959418296814,33.46649932861328,0.36266466975212097,0.0,0.06789477914571762,,,,,
,0.001,52,,,,,,,,,,,,,,,
4,,64,,,,,,,,,,,0.2916911244392395,35.31416320800781,0.37035152316093445,0.0,0.09037435799837112
4,,64,,,,,,0.21823881566524506,33.554771423339844,0.3576447665691376,0.0,0.06559761613607407,,,,,
,0.001,65,,,,,,,,,,,,,,,
5,,77,,,,,,,,,,,0.2551216781139374,34.82502365112305,0.3582785725593567,0.0,0.0752001404762268
5,,77,,,,,,0.21763460338115692,33.41767120361328,0.35798782110214233,0.0024271844886243343,0.06503026187419891,,,,,
,0.001,78,,,,,,,,,,,,,,,
6,,90,,,,,,,,,,,0.2675662636756897,35.11601638793945,0.36584603786468506,0.00826446246355772,0.07986882328987122
6,,90,,,,,,0.21492205560207367,33.60588073730469,0.3560093939304352,0.0,0.06395114958286285,,,,,
,0.001,91,,,,,,,,,,,,,,,
7,,103,,,,,,,,,,,0.23956745862960815,34.95672607421875,0.3547545373439789,0.0,0.06900804489850998
7,,103,,,,,,0.21562105417251587,33.46821975708008,0.3566441237926483,0.0,0.06412780284881592,,,,,
,0.001,104,,,,,,,,,,,,,,,
8,,116,,,,,,,,,,,0.22912713885307312,34.96306228637695,0.35307300090789795,0.0,0.06492924690246582
8,,116,,,,,,0.21510228514671326,33.44895935058594,0.3567410707473755,0.0024271844886243343,0.06426940113306046,,,,,
,0.001,117,,,,,,,,,,,,,,,
9,,129,,,,,,,,,,,0.21863888204097748,35.084144592285156,0.35226190090179443,0.0,0.06177685409784317
9,,129,,,,,,0.21469946205615997,33.40602493286133,0.3556646704673767,0.0,0.06395819783210754,,,,,
,0.001,130,,,,,,,,,,,,,,,
10,,142,,,,,,,,,,,0.21223260462284088,34.9079704284668,0.35138750076293945,0.0,0.05993758887052536
10,,142,,,,,,0.215338334441185,33.44249725341797,0.3562959134578705,0.0024271844886243343,0.06429537385702133,,,,,
,0.001,143,,,,,,,,,,,,,,,
11,,155,,,,,,,,,,,0.20584627985954285,34.89292526245117,0.3478889763355255,0.0,0.0580274723470211
11,,155,,,,,,0.21325913071632385,33.37406539916992,0.3550680875778198,0.0,0.06319999694824219,,,,,
,0.001,156,,,,,,,,,,,,,,,
12,,168,,,,,,,,,,,0.20880214869976044,34.64201354980469,0.35514235496520996,0.0,0.05970023199915886
12,,168,,,,,,0.21239745616912842,33.3860969543457,0.35338741540908813,0.0024271844886243343,0.06270863860845566,,,,,
,0.001,169,,,,,,,,,,,,,,,
13,,181,,,,,,,,,,,0.21811719238758087,34.49784469604492,0.35870203375816345,0.0,0.06320560723543167
13,,181,,,,,,0.21100115776062012,33.29952621459961,0.3500232994556427,0.0,0.06195593252778053,,,,,
,0.001,182,,,,,,,,,,,,,,,
14,,194,,,,,,,,,,,0.2703952193260193,34.595985412597656,0.3764737844467163,0.0,0.08563414961099625
14,,194,,,,,,0.2128526121377945,33.261505126953125,0.34916654229164124,0.0024271844886243343,0.06223547086119652,,,,,
,0.001,195,,,,,,,,,,,,,,,
15,,207,,,,,,,,,,,0.20215202867984772,34.011505126953125,0.3496188819408417,0.0,0.058372512459754944
15,,207,,,,,,0.20861463248729706,33.488948822021484,0.347514808177948,0.0,0.06076901778578758,,,,,
,0.001,208,,,,,,,,,,,,,,,
16,,220,,,,,,,,,,,0.20270150899887085,33.48290252685547,0.34466788172721863,0.0,0.05765724927186966
16,,220,,,,,,0.20458878576755524,32.58713150024414,0.3370981812477112,0.0024271844886243343,0.05837070196866989,,,,,
,0.001,221,,,,,,,,,,,,,,,
17,,233,,,,,,,,,,,0.2062273621559143,33.34633255004883,0.3418276011943817,0.0,0.059601981192827225
