epoch,lr-Adam,step,test/ADE,test/FDE,test/loss,train/ADE,train/FDE,train/loss,val/ADE,val/FDE,val/loss
,0.001,0,,,,,,,,,
0,,13,,,,,,,0.18970522284507751,0.3139569163322449,0.03047647699713707
,0.001,14,,,,,,,,,
1,,27,,,,,,,0.1385381817817688,0.27155137062072754,0.01980440318584442
,0.001,28,,,,,,,,,
2,,41,,,,,,,0.1336502730846405,0.2616865336894989,0.018065299838781357
,0.001,42,,,,,,,,,
3,,49,,,,0.11311349272727966,0.23559145629405975,0.013623099774122238,,,
3,,55,,,,,,,0.1279592663049698,0.2476099580526352,0.016250815242528915
,0.001,56,,,,,,,,,
4,,69,,,,,,,0.1248876303434372,0.2420831322669983,0.015472265891730785
,0.001,70,,,,,,,,,
5,,83,,,,,,,0.12614858150482178,0.24584825336933136,0.015797920525074005
,0.001,84,,,,,,,,,
6,,97,,,,,,,0.13287092745304108,0.25647497177124023,0.017252573743462563
,0.001,98,,,,,,,,,
7,,99,,,,0.11194781959056854,0.2228827178478241,0.015547827817499638,,,
7,,111,,,,,,,0.12840010225772858,0.23887011408805847,0.01573757827281952
,0.001,112,,,,,,,,,
8,,125,,,,,,,0.1341368854045868,0.2479291558265686,0.016736004501581192
,0.001,126,,,,,,,,,
9,,139,,,,,,,0.11873538047075272,0.2292640507221222,0.014517711475491524
,0.001,140,,,,,,,,,
10,,149,,,,0.11667810380458832,0.23398800194263458,0.015185266733169556,,,
10,,153,,,,,,,0.13064321875572205,0.23755326867103577,0.016351591795682907
,0.001,154,,,,,,,,,
11,,167,,,,,,,0.14759868383407593,0.2521264851093292,0.01997305080294609
,0.001,168,,,,,,,,,
12,,181,,,,,,,0.12530037760734558,0.2318040132522583,0.015349642373621464
,0.001,182,,,,,,,,,
13,,195,,,,,,,0.14521929621696472,0.2510189712047577,0.019690217450261116
,0.001,196,,,,,,,,,
14,,199,,,,0.10349641740322113,0.21304792165756226,0.012174112722277641,,,
14,,209,,,,,,,0.1918739229440689,0.292459100484848,0.032376259565353394
,0.001,210,,,,,,,,,
15,,223,,,,,,,0.2159423679113388,0.34096407890319824,0.04124576598405838
,0.0005,224,,,,,,,,,
16,,237,,,,,,,0.11982875317335129,0.22740234434604645,0.014679902233183384
,0.0005,238,,,,,,,,,
17,,249,,,,0.11260986328125,0.22150123119354248,0.014082795940339565,,,
17,,251,,,,,,,0.12464482337236404,0.23368073999881744,0.016015391796827316
,0.0005,252,,,,,,,,,
18,,265,,,,,,,0.10755103081464767,0.2165481299161911,0.012576300650835037
,0.0005,266,,,,,,,,,
19,,279,,,,,,,0.11874687671661377,0.22664369642734528,0.01455308124423027
,0.0005,280,,,,,,,,,
20,,293,,,,,,,0.12303733825683594,0.23138557374477386,0.015499354340136051
,0.0005,294,,,,,,,,,
21,,299,,,,0.11533179879188538,0.2316649854183197,0.016971377655863762,,,
21,,307,,,,,,,0.181626096367836,0.304024875164032,0.030382635071873665
,0.0005,308,,,,,,,,,
22,,321,,,,,,,0.11899964511394501,0.2284320890903473,0.014038411900401115
,0.0005,322,,,,,,,,,
23,,335,,,,,,,0.13116542994976044,0.24296550452709198,0.016539866104722023
,0.0005,336,,,,,,,,,
24,,349,,,,0.09370777010917664,0.19088438153266907,0.010784070007503033,,,
24,,349,,,,,,,0.11366508901119232,0.22689107060432434,0.014167002402245998
,0.00025,350,,,,,,,,,
25,,363,,,,,,,0.10967358201742172,0.21676278114318848,0.012288248166441917
,0.00025,364,,,,,,,,,
26,,377,,,,,,,0.12628944218158722,0.24507926404476166,0.0166019294410944
,0.00025,378,,,,,,,,,
27,,391,,,,,,,0.10517486184835434,0.21150965988636017,0.012043622322380543
,0.00025,392,,,,,,,,,
28,,399,,,,0.10103100538253784,0.20804446935653687,0.01140855997800827,,,
28,,405,,,,,,,0.1068297028541565,0.21358266472816467,0.01240958459675312
,0.00025,406,,,,,,,,,
29,,419,,,,,,,0.10882570594549179,0.21358485519886017,0.013308697380125523
,0.00025,420,,,,,,,,,
30,,433,,,,,,,0.11456625163555145,0.22491604089736938,0.01425879169255495
,0.00025,434,,,,,,,,,
31,,447,,,,,,,0.11093105375766754,0.21699869632720947,0.012532426975667477
,0.00025,448,,,,,,,,,
32,,449,,,,0.08716392517089844,0.182218998670578,0.00866706483066082,,,
32,,461,,,,,,,0.10672670602798462,0.2118023931980133,0.012335935607552528
,0.00025,462,,,,,,,,,
33,,475,,,,,,,0.13023611903190613,0.24882037937641144,0.018433161079883575
,0.000125,476,,,,,,,,,
34,,489,,,,,,,0.10622698068618774,0.21097375452518463,0.012070787139236927
,0.000125,490,,,,,,,,,
35,,499,,,,0.08979229629039764,0.18700987100601196,0.009139441885054111,,,
35,,503,,,,,,,0.1057111918926239,0.20889228582382202,0.012583710253238678
,0.000125,504,,,,,,,,,
36,,517,,,,,,,0.10534975677728653,0.2072458565235138,0.012548974715173244
,0.000125,518,,,,,,,,,
37,,531,,,,,,,0.10412850975990295,0.20741744339466095,0.011774944141507149
,0.000125,532,,,,,,,,,
38,,545,,,,,,,0.10508774220943451,0.20749035477638245,0.011780938133597374
,0.000125,546,,,,,,,,,
39,,549,,,,0.09584930539131165,0.19930186867713928,0.011305110529065132,,,
39,,559,,,,,,,0.10391094535589218,0.20587734878063202,0.011692719534039497
,0.000125,560,,,,,,,,,
40,,573,,,,,,,0.10673820227384567,0.21025963127613068,0.012425245717167854
,0.000125,574,,,,,,,,,
41,,587,,,,,,,0.1087038591504097,0.2131665199995041,0.013192815706133842
,0.000125,588,,,,,,,,,
42,,599,,,,0.0854850634932518,0.18196067214012146,0.009508868679404259,,,
42,,601,,,,,,,0.10623282939195633,0.20945708453655243,0.01274117361754179
,0.000125,602,,,,,,,,,
43,,615,,,,,,,0.10303424298763275,0.20443658530712128,0.011520943604409695
,0.000125,616,,,,,,,,,
44,,629,,,,,,,0.10793055593967438,0.21061283349990845,0.012186684645712376
,0.000125,630,,,,,,,,,
45,,643,,,,,,,0.10383836179971695,0.20348651707172394,0.012093737721443176
,0.000125,644,,,,,,,,,
46,,649,,,,0.0804106593132019,0.16152377426624298,0.007083985023200512,,,
46,,657,,,,,,,0.1025509461760521,0.20189297199249268,0.011888212524354458
,0.000125,658,,,,,,,,,
47,,671,,,,,,,0.10199688374996185,0.20206741988658905,0.011353024281561375
,0.000125,672,,,,,,,,,
48,,685,,,,,,,0.13467955589294434,0.2564636468887329,0.019629016518592834
,0.000125,686,,,,,,,,,
49,,699,,,,0.09596694260835648,0.19614148139953613,0.0110236881300807,,,
49,,699,,,,,,,0.11582103371620178,0.2237612009048462,0.01457876618951559
,0.000125,700,,,,,,,,,
50,,713,,,,,,,0.11392680555582047,0.21871356666088104,0.014560566283762455
,0.000125,714,,,,,,,,,
51,,727,,,,,,,0.10422340780496597,0.2034762054681778,0.01242005918174982
,0.000125,728,,,,,,,,,
52,,741,,,,,,,0.10460739582777023,0.20237591862678528,0.012424369342625141
,0.000125,742,,,,,,,,,
53,,749,,,,0.07511669397354126,0.13789181411266327,0.005908082704991102,,,
53,,755,,,,,,,0.10190678387880325,0.20062407851219177,0.011356553062796593
,6.25e-05,756,,,,,,,,,
54,,769,,,,,,,0.10396047681570053,0.20263011753559113,0.012474630028009415
